sample_id,display_row,position,modality,state
goMtnNHQ_z4$_$13,29,0,audio,0
goMtnNHQ_z4$_$13,29,1,audio,2
goMtnNHQ_z4$_$13,29,2,audio,2
goMtnNHQ_z4$_$13,29,3,audio,2
goMtnNHQ_z4$_$13,29,4,audio,2
goMtnNHQ_z4$_$13,29,5,audio,2
goMtnNHQ_z4$_$13,29,6,audio,2
goMtnNHQ_z4$_$13,29,7,audio,2
goMtnNHQ_z4$_$13,29,8,audio,2
goMtnNHQ_z4$_$13,29,9,audio,2
goMtnNHQ_z4$_$13,29,10,audio,2
goMtnNHQ_z4$_$13,29,11,audio,2
goMtnNHQ_z4$_$13,29,12,audio,2
goMtnNHQ_z4$_$13,29,13,audio,2
goMtnNHQ_z4$_$13,29,14,audio,2
goMtnNHQ_z4$_$13,29,15,audio,2
goMtnNHQ_z4$_$13,29,16,audio,2
goMtnNHQ_z4$_$13,29,17,audio,2
goMtnNHQ_z4$_$13,29,18,audio,2
goMtnNHQ_z4$_$13,29,19,audio,2
goMtnNHQ_z4$_$13,29,20,audio,2
goMtnNHQ_z4$_$13,29,21,audio,2
goMtnNHQ_z4$_$13,29,22,audio,0
goMtnNHQ_z4$_$13,29,23,audio,0
goMtnNHQ_z4$_$13,29,24,audio,0
goMtnNHQ_z4$_$13,29,25,audio,0
goMtnNHQ_z4$_$13,29,26,audio,0
goMtnNHQ_z4$_$13,29,27,audio,0
goMtnNHQ_z4$_$13,29,28,audio,0
goMtnNHQ_z4$_$13,29,29,audio,0
goMtnNHQ_z4$_$13,29,30,audio,0
goMtnNHQ_z4$_$13,29,31,audio,0
goMtnNHQ_z4$_$13,29,32,audio,0
goMtnNHQ_z4$_$13,29,33,audio,0
goMtnNHQ_z4$_$13,29,34,audio,0
goMtnNHQ_z4$_$13,29,35,audio,0
goMtnNHQ_z4$_$13,29,36,audio,0
goMtnNHQ_z4$_$13,29,37,audio,0
goMtnNHQ_z4$_$13,29,38,audio,0
goMtnNHQ_z4$_$13,29,39,audio,0
goMtnNHQ_z4$_$13,29,40,audio,0
goMtnNHQ_z4$_$13,29,41,audio,0
goMtnNHQ_z4$_$13,29,42,audio,0
goMtnNHQ_z4$_$13,29,43,audio,0
goMtnNHQ_z4$_$13,29,44,audio,0
goMtnNHQ_z4$_$13,29,45,audio,0
goMtnNHQ_z4$_$13,29,46,audio,0
goMtnNHQ_z4$_$13,29,47,audio,0
goMtnNHQ_z4$_$13,29,48,audio,0
goMtnNHQ_z4$_$13,29,49,audio,0
3j94B0pzSVs$_$17,30,0,audio,0
3j94B0pzSVs$_$17,30,1,audio,2
3j94B0pzSVs$_$17,30,2,audio,2
3j94B0pzSVs$_$17,30,3,audio,2
3j94B0pzSVs$_$17,30,4,audio,2
3j94B0pzSVs$_$17,30,5,audio,2
3j94B0pzSVs$_$17,30,6,audio,2
3j94B0pzSVs$_$17,30,7,audio,2
3j94B0pzSVs$_$17,30,8,audio,2
3j94B0pzSVs$_$17,30,9,audio,2
3j94B0pzSVs$_$17,30,10,audio,2
3j94B0pzSVs$_$17,30,11,audio,2
3j94B0pzSVs$_$17,30,12,audio,2
3j94B0pzSVs$_$17,30,13,audio,2
3j94B0pzSVs$_$17,30,14,audio,2
3j94B0pzSVs$_$17,30,15,audio,2
3j94B0pzSVs$_$17,30,16,audio,2
3j94B0pzSVs$_$17,30,17,audio,2
3j94B0pzSVs$_$17,30,18,audio,2
3j94B0pzSVs$_$17,30,19,audio,2
3j94B0pzSVs$_$17,30,20,audio,2
3j94B0pzSVs$_$17,30,21,audio,2
3j94B0pzSVs$_$17,30,22,audio,2
3j94B0pzSVs$_$17,30,23,audio,0
3j94B0pzSVs$_$17,30,24,audio,0
3j94B0pzSVs$_$17,30,25,audio,0
3j94B0pzSVs$_$17,30,26,audio,0
3j94B0pzSVs$_$17,30,27,audio,0
3j94B0pzSVs$_$17,30,28,audio,0
3j94B0pzSVs$_$17,30,29,audio,0
3j94B0pzSVs$_$17,30,30,audio,0
3j94B0pzSVs$_$17,30,31,audio,0
3j94B0pzSVs$_$17,30,32,audio,0
3j94B0pzSVs$_$17,30,33,audio,0
3j94B0pzSVs$_$17,30,34,audio,0
3j94B0pzSVs$_$17,30,35,audio,0
3j94B0pzSVs$_$17,30,36,audio,0
3j94B0pzSVs$_$17,30,37,audio,0
3j94B0pzSVs$_$17,30,38,audio,0
3j94B0pzSVs$_$17,30,39,audio,0
3j94B0pzSVs$_$17,30,40,audio,0
3j94B0pzSVs$_$17,30,41,audio,0
3j94B0pzSVs$_$17,30,42,audio,0
3j94B0pzSVs$_$17,30,43,audio,0
3j94B0pzSVs$_$17,30,44,audio,0
3j94B0pzSVs$_$17,30,45,audio,0
3j94B0pzSVs$_$17,30,46,audio,0
3j94B0pzSVs$_$17,30,47,audio,0
3j94B0pzSVs$_$17,30,48,audio,0
3j94B0pzSVs$_$17,30,49,audio,0
ooAF6I-fmTg$_$7,31,0,audio,0
ooAF6I-fmTg$_$7,31,1,audio,2
ooAF6I-fmTg$_$7,31,2,audio,2
ooAF6I-fmTg$_$7,31,3,audio,2
ooAF6I-fmTg$_$7,31,4,audio,2
ooAF6I-fmTg$_$7,31,5,audio,2
ooAF6I-fmTg$_$7,31,6,audio,2
ooAF6I-fmTg$_$7,31,7,audio,2
ooAF6I-fmTg$_$7,31,8,audio,2
ooAF6I-fmTg$_$7,31,9,audio,2
ooAF6I-fmTg$_$7,31,10,audio,2
ooAF6I-fmTg$_$7,31,11,audio,2
ooAF6I-fmTg$_$7,31,12,audio,2
ooAF6I-fmTg$_$7,31,13,audio,2
ooAF6I-fmTg$_$7,31,14,audio,2
ooAF6I-fmTg$_$7,31,15,audio,2
ooAF6I-fmTg$_$7,31,16,audio,2
ooAF6I-fmTg$_$7,31,17,audio,2
ooAF6I-fmTg$_$7,31,18,audio,2
ooAF6I-fmTg$_$7,31,19,audio,2
ooAF6I-fmTg$_$7,31,20,audio,2
ooAF6I-fmTg$_$7,31,21,audio,2
ooAF6I-fmTg$_$7,31,22,audio,2
ooAF6I-fmTg$_$7,31,23,audio,0
ooAF6I-fmTg$_$7,31,24,audio,0
ooAF6I-fmTg$_$7,31,25,audio,0
ooAF6I-fmTg$_$7,31,26,audio,0
ooAF6I-fmTg$_$7,31,27,audio,0
ooAF6I-fmTg$_$7,31,28,audio,0
ooAF6I-fmTg$_$7,31,29,audio,0
ooAF6I-fmTg$_$7,31,30,audio,0
ooAF6I-fmTg$_$7,31,31,audio,0
ooAF6I-fmTg$_$7,31,32,audio,0
ooAF6I-fmTg$_$7,31,33,audio,0
ooAF6I-fmTg$_$7,31,34,audio,0
ooAF6I-fmTg$_$7,31,35,audio,0
ooAF6I-fmTg$_$7,31,36,audio,0
ooAF6I-fmTg$_$7,31,37,audio,0
ooAF6I-fmTg$_$7,31,38,audio,0
ooAF6I-fmTg$_$7,31,39,audio,0
ooAF6I-fmTg$_$7,31,40,audio,0
ooAF6I-fmTg$_$7,31,41,audio,0
ooAF6I-fmTg$_$7,31,42,audio,0
ooAF6I-fmTg$_$7,31,43,audio,0
ooAF6I-fmTg$_$7,31,44,audio,0
ooAF6I-fmTg$_$7,31,45,audio,0
ooAF6I-fmTg$_$7,31,46,audio,0
ooAF6I-fmTg$_$7,31,47,audio,0
ooAF6I-fmTg$_$7,31,48,audio,0
ooAF6I-fmTg$_$7,31,49,audio,0
70280$_$11,32,0,audio,0
70280$_$11,32,1,audio,2
70280$_$11,32,2,audio,2
70280$_$11,32,3,audio,2
70280$_$11,32,4,audio,2
70280$_$11,32,5,audio,2
70280$_$11,32,6,audio,2
70280$_$11,32,7,audio,2
70280$_$11,32,8,audio,2
70280$_$11,32,9,audio,2
70280$_$11,32,10,audio,2
70280$_$11,32,11,audio,2
70280$_$11,32,12,audio,2
70280$_$11,32,13,audio,2
70280$_$11,32,14,audio,2
70280$_$11,32,15,audio,2
70280$_$11,32,16,audio,2
70280$_$11,32,17,audio,2
70280$_$11,32,18,audio,2
70280$_$11,32,19,audio,2
70280$_$11,32,20,audio,2
70280$_$11,32,21,audio,2
70280$_$11,32,22,audio,2
70280$_$11,32,23,audio,2
70280$_$11,32,24,audio,0
70280$_$11,32,25,audio,0
70280$_$11,32,26,audio,0
70280$_$11,32,27,audio,0
70280$_$11,32,28,audio,0
70280$_$11,32,29,audio,0
70280$_$11,32,30,audio,0
70280$_$11,32,31,audio,0
70280$_$11,32,32,audio,0
70280$_$11,32,33,audio,0
70280$_$11,32,34,audio,0
70280$_$11,32,35,audio,0
70280$_$11,32,36,audio,0
70280$_$11,32,37,audio,0
70280$_$11,32,38,audio,0
70280$_$11,32,39,audio,0
70280$_$11,32,40,audio,0
70280$_$11,32,41,audio,0
70280$_$11,32,42,audio,0
70280$_$11,32,43,audio,0
70280$_$11,32,44,audio,0
70280$_$11,32,45,audio,0
70280$_$11,32,46,audio,0
70280$_$11,32,47,audio,0
70280$_$11,32,48,audio,0
70280$_$11,32,49,audio,0
mLW-jn67gRE$_$5,33,0,audio,0
mLW-jn67gRE$_$5,33,1,audio,2
mLW-jn67gRE$_$5,33,2,audio,2
mLW-jn67gRE$_$5,33,3,audio,2
mLW-jn67gRE$_$5,33,4,audio,2
mLW-jn67gRE$_$5,33,5,audio,2
mLW-jn67gRE$_$5,33,6,audio,2
mLW-jn67gRE$_$5,33,7,audio,2
mLW-jn67gRE$_$5,33,8,audio,2
mLW-jn67gRE$_$5,33,9,audio,2
mLW-jn67gRE$_$5,33,10,audio,2
mLW-jn67gRE$_$5,33,11,audio,2
mLW-jn67gRE$_$5,33,12,audio,2
mLW-jn67gRE$_$5,33,13,audio,2
mLW-jn67gRE$_$5,33,14,audio,2
mLW-jn67gRE$_$5,33,15,audio,2
mLW-jn67gRE$_$5,33,16,audio,2
mLW-jn67gRE$_$5,33,17,audio,2
mLW-jn67gRE$_$5,33,18,audio,2
mLW-jn67gRE$_$5,33,19,audio,2
mLW-jn67gRE$_$5,33,20,audio,2
mLW-jn67gRE$_$5,33,21,audio,2
mLW-jn67gRE$_$5,33,22,audio,2
mLW-jn67gRE$_$5,33,23,audio,2
mLW-jn67gRE$_$5,33,24,audio,0
mLW-jn67gRE$_$5,33,25,audio,0
mLW-jn67gRE$_$5,33,26,audio,0
mLW-jn67gRE$_$5,33,27,audio,0
mLW-jn67gRE$_$5,33,28,audio,0
mLW-jn67gRE$_$5,33,29,audio,0
mLW-jn67gRE$_$5,33,30,audio,0
mLW-jn67gRE$_$5,33,31,audio,0
mLW-jn67gRE$_$5,33,32,audio,0
mLW-jn67gRE$_$5,33,33,audio,0
mLW-jn67gRE$_$5,33,34,audio,0
mLW-jn67gRE$_$5,33,35,audio,0
mLW-jn67gRE$_$5,33,36,audio,0
mLW-jn67gRE$_$5,33,37,audio,0
mLW-jn67gRE$_$5,33,38,audio,0
mLW-jn67gRE$_$5,33,39,audio,0
mLW-jn67gRE$_$5,33,40,audio,0
mLW-jn67gRE$_$5,33,41,audio,0
mLW-jn67gRE$_$5,33,42,audio,0
mLW-jn67gRE$_$5,33,43,audio,0
mLW-jn67gRE$_$5,33,44,audio,0
mLW-jn67gRE$_$5,33,45,audio,0
mLW-jn67gRE$_$5,33,46,audio,0
mLW-jn67gRE$_$5,33,47,audio,0
mLW-jn67gRE$_$5,33,48,audio,0
mLW-jn67gRE$_$5,33,49,audio,0
2Xt31_d0XEE$_$2,34,0,audio,0
2Xt31_d0XEE$_$2,34,1,audio,2
2Xt31_d0XEE$_$2,34,2,audio,2
2Xt31_d0XEE$_$2,34,3,audio,2
2Xt31_d0XEE$_$2,34,4,audio,2
2Xt31_d0XEE$_$2,34,5,audio,2
2Xt31_d0XEE$_$2,34,6,audio,2
2Xt31_d0XEE$_$2,34,7,audio,2
2Xt31_d0XEE$_$2,34,8,audio,2
2Xt31_d0XEE$_$2,34,9,audio,2
2Xt31_d0XEE$_$2,34,10,audio,2
2Xt31_d0XEE$_$2,34,11,audio,2
2Xt31_d0XEE$_$2,34,12,audio,2
2Xt31_d0XEE$_$2,34,13,audio,2
2Xt31_d0XEE$_$2,34,14,audio,2
2Xt31_d0XEE$_$2,34,15,audio,2
2Xt31_d0XEE$_$2,34,16,audio,2
2Xt31_d0XEE$_$2,34,17,audio,2
2Xt31_d0XEE$_$2,34,18,audio,2
2Xt31_d0XEE$_$2,34,19,audio,2
2Xt31_d0XEE$_$2,34,20,audio,2
2Xt31_d0XEE$_$2,34,21,audio,2
2Xt31_d0XEE$_$2,34,22,audio,2
2Xt31_d0XEE$_$2,34,23,audio,2
2Xt31_d0XEE$_$2,34,24,audio,2
2Xt31_d0XEE$_$2,34,25,audio,0
2Xt31_d0XEE$_$2,34,26,audio,0
2Xt31_d0XEE$_$2,34,27,audio,0
2Xt31_d0XEE$_$2,34,28,audio,0
2Xt31_d0XEE$_$2,34,29,audio,0
2Xt31_d0XEE$_$2,34,30,audio,0
2Xt31_d0XEE$_$2,34,31,audio,0
2Xt31_d0XEE$_$2,34,32,audio,0
2Xt31_d0XEE$_$2,34,33,audio,0
2Xt31_d0XEE$_$2,34,34,audio,0
2Xt31_d0XEE$_$2,34,35,audio,0
2Xt31_d0XEE$_$2,34,36,audio,0
2Xt31_d0XEE$_$2,34,37,audio,0
2Xt31_d0XEE$_$2,34,38,audio,0
2Xt31_d0XEE$_$2,34,39,audio,0
2Xt31_d0XEE$_$2,34,40,audio,0
2Xt31_d0XEE$_$2,34,41,audio,0
2Xt31_d0XEE$_$2,34,42,audio,0
2Xt31_d0XEE$_$2,34,43,audio,0
2Xt31_d0XEE$_$2,34,44,audio,0
2Xt31_d0XEE$_$2,34,45,audio,0
2Xt31_d0XEE$_$2,34,46,audio,0
2Xt31_d0XEE$_$2,34,47,audio,0
2Xt31_d0XEE$_$2,34,48,audio,0
2Xt31_d0XEE$_$2,34,49,audio,0
d8BR6hsvzoY$_$1,35,0,audio,0
d8BR6hsvzoY$_$1,35,1,audio,2
d8BR6hsvzoY$_$1,35,2,audio,2
d8BR6hsvzoY$_$1,35,3,audio,2
d8BR6hsvzoY$_$1,35,4,audio,2
d8BR6hsvzoY$_$1,35,5,audio,2
d8BR6hsvzoY$_$1,35,6,audio,2
d8BR6hsvzoY$_$1,35,7,audio,2
d8BR6hsvzoY$_$1,35,8,audio,2
d8BR6hsvzoY$_$1,35,9,audio,2
d8BR6hsvzoY$_$1,35,10,audio,2
d8BR6hsvzoY$_$1,35,11,audio,2
d8BR6hsvzoY$_$1,35,12,audio,2
d8BR6hsvzoY$_$1,35,13,audio,2
d8BR6hsvzoY$_$1,35,14,audio,2
d8BR6hsvzoY$_$1,35,15,audio,2
d8BR6hsvzoY$_$1,35,16,audio,2
d8BR6hsvzoY$_$1,35,17,audio,2
d8BR6hsvzoY$_$1,35,18,audio,2
d8BR6hsvzoY$_$1,35,19,audio,2
d8BR6hsvzoY$_$1,35,20,audio,2
d8BR6hsvzoY$_$1,35,21,audio,2
d8BR6hsvzoY$_$1,35,22,audio,2
d8BR6hsvzoY$_$1,35,23,audio,2
d8BR6hsvzoY$_$1,35,24,audio,2
d8BR6hsvzoY$_$1,35,25,audio,0
d8BR6hsvzoY$_$1,35,26,audio,0
d8BR6hsvzoY$_$1,35,27,audio,0
d8BR6hsvzoY$_$1,35,28,audio,0
d8BR6hsvzoY$_$1,35,29,audio,0
d8BR6hsvzoY$_$1,35,30,audio,0
d8BR6hsvzoY$_$1,35,31,audio,0
d8BR6hsvzoY$_$1,35,32,audio,0
d8BR6hsvzoY$_$1,35,33,audio,0
d8BR6hsvzoY$_$1,35,34,audio,0
d8BR6hsvzoY$_$1,35,35,audio,0
d8BR6hsvzoY$_$1,35,36,audio,0
d8BR6hsvzoY$_$1,35,37,audio,0
d8BR6hsvzoY$_$1,35,38,audio,0
d8BR6hsvzoY$_$1,35,39,audio,0
d8BR6hsvzoY$_$1,35,40,audio,0
d8BR6hsvzoY$_$1,35,41,audio,0
d8BR6hsvzoY$_$1,35,42,audio,0
d8BR6hsvzoY$_$1,35,43,audio,0
d8BR6hsvzoY$_$1,35,44,audio,0
d8BR6hsvzoY$_$1,35,45,audio,0
d8BR6hsvzoY$_$1,35,46,audio,0
d8BR6hsvzoY$_$1,35,47,audio,0
d8BR6hsvzoY$_$1,35,48,audio,0
d8BR6hsvzoY$_$1,35,49,audio,0
IM6HW1HwHhM$_$17,36,0,audio,0
IM6HW1HwHhM$_$17,36,1,audio,2
IM6HW1HwHhM$_$17,36,2,audio,2
IM6HW1HwHhM$_$17,36,3,audio,2
IM6HW1HwHhM$_$17,36,4,audio,2
IM6HW1HwHhM$_$17,36,5,audio,2
IM6HW1HwHhM$_$17,36,6,audio,2
IM6HW1HwHhM$_$17,36,7,audio,2
IM6HW1HwHhM$_$17,36,8,audio,2
IM6HW1HwHhM$_$17,36,9,audio,2
IM6HW1HwHhM$_$17,36,10,audio,2
IM6HW1HwHhM$_$17,36,11,audio,2
IM6HW1HwHhM$_$17,36,12,audio,2
IM6HW1HwHhM$_$17,36,13,audio,2
IM6HW1HwHhM$_$17,36,14,audio,2
IM6HW1HwHhM$_$17,36,15,audio,2
IM6HW1HwHhM$_$17,36,16,audio,2
IM6HW1HwHhM$_$17,36,17,audio,2
IM6HW1HwHhM$_$17,36,18,audio,2
IM6HW1HwHhM$_$17,36,19,audio,2
IM6HW1HwHhM$_$17,36,20,audio,2
IM6HW1HwHhM$_$17,36,21,audio,2
IM6HW1HwHhM$_$17,36,22,audio,2
IM6HW1HwHhM$_$17,36,23,audio,2
IM6HW1HwHhM$_$17,36,24,audio,2
IM6HW1HwHhM$_$17,36,25,audio,2
IM6HW1HwHhM$_$17,36,26,audio,0
IM6HW1HwHhM$_$17,36,27,audio,0
IM6HW1HwHhM$_$17,36,28,audio,0
IM6HW1HwHhM$_$17,36,29,audio,0
IM6HW1HwHhM$_$17,36,30,audio,0
IM6HW1HwHhM$_$17,36,31,audio,0
IM6HW1HwHhM$_$17,36,32,audio,0
IM6HW1HwHhM$_$17,36,33,audio,0
IM6HW1HwHhM$_$17,36,34,audio,0
IM6HW1HwHhM$_$17,36,35,audio,0
IM6HW1HwHhM$_$17,36,36,audio,0
IM6HW1HwHhM$_$17,36,37,audio,0
IM6HW1HwHhM$_$17,36,38,audio,0
IM6HW1HwHhM$_$17,36,39,audio,0
IM6HW1HwHhM$_$17,36,40,audio,0
IM6HW1HwHhM$_$17,36,41,audio,0
IM6HW1HwHhM$_$17,36,42,audio,0
IM6HW1HwHhM$_$17,36,43,audio,0
IM6HW1HwHhM$_$17,36,44,audio,0
IM6HW1HwHhM$_$17,36,45,audio,0
IM6HW1HwHhM$_$17,36,46,audio,0
IM6HW1HwHhM$_$17,36,47,audio,0
IM6HW1HwHhM$_$17,36,48,audio,0
IM6HW1HwHhM$_$17,36,49,audio,0
102858$_$6,37,0,audio,0
102858$_$6,37,1,audio,2
102858$_$6,37,2,audio,2
102858$_$6,37,3,audio,2
102858$_$6,37,4,audio,2
102858$_$6,37,5,audio,2
102858$_$6,37,6,audio,2
102858$_$6,37,7,audio,2
102858$_$6,37,8,audio,2
102858$_$6,37,9,audio,2
102858$_$6,37,10,audio,2
102858$_$6,37,11,audio,2
102858$_$6,37,12,audio,2
102858$_$6,37,13,audio,2
102858$_$6,37,14,audio,2
102858$_$6,37,15,audio,2
102858$_$6,37,16,audio,2
102858$_$6,37,17,audio,2
102858$_$6,37,18,audio,2
102858$_$6,37,19,audio,2
102858$_$6,37,20,audio,2
102858$_$6,37,21,audio,2
102858$_$6,37,22,audio,2
102858$_$6,37,23,audio,2
102858$_$6,37,24,audio,2
102858$_$6,37,25,audio,2
102858$_$6,37,26,audio,2
102858$_$6,37,27,audio,0
102858$_$6,37,28,audio,0
102858$_$6,37,29,audio,0
102858$_$6,37,30,audio,0
102858$_$6,37,31,audio,0
102858$_$6,37,32,audio,0
102858$_$6,37,33,audio,0
102858$_$6,37,34,audio,0
102858$_$6,37,35,audio,0
102858$_$6,37,36,audio,0
102858$_$6,37,37,audio,0
102858$_$6,37,38,audio,0
102858$_$6,37,39,audio,0
102858$_$6,37,40,audio,0
102858$_$6,37,41,audio,0
102858$_$6,37,42,audio,0
102858$_$6,37,43,audio,0
102858$_$6,37,44,audio,0
102858$_$6,37,45,audio,0
102858$_$6,37,46,audio,0
102858$_$6,37,47,audio,0
102858$_$6,37,48,audio,0
102858$_$6,37,49,audio,0
_gzYkdjNvPc$_$1,38,0,audio,0
_gzYkdjNvPc$_$1,38,1,audio,2
_gzYkdjNvPc$_$1,38,2,audio,2
_gzYkdjNvPc$_$1,38,3,audio,2
_gzYkdjNvPc$_$1,38,4,audio,2
_gzYkdjNvPc$_$1,38,5,audio,2
_gzYkdjNvPc$_$1,38,6,audio,2
_gzYkdjNvPc$_$1,38,7,audio,2
_gzYkdjNvPc$_$1,38,8,audio,2
_gzYkdjNvPc$_$1,38,9,audio,2
_gzYkdjNvPc$_$1,38,10,audio,2
_gzYkdjNvPc$_$1,38,11,audio,2
_gzYkdjNvPc$_$1,38,12,audio,2
_gzYkdjNvPc$_$1,38,13,audio,2
_gzYkdjNvPc$_$1,38,14,audio,2
_gzYkdjNvPc$_$1,38,15,audio,2
_gzYkdjNvPc$_$1,38,16,audio,2
_gzYkdjNvPc$_$1,38,17,audio,2
_gzYkdjNvPc$_$1,38,18,audio,2
_gzYkdjNvPc$_$1,38,19,audio,2
_gzYkdjNvPc$_$1,38,20,audio,2
_gzYkdjNvPc$_$1,38,21,audio,2
_gzYkdjNvPc$_$1,38,22,audio,2
_gzYkdjNvPc$_$1,38,23,audio,2
_gzYkdjNvPc$_$1,38,24,audio,2
_gzYkdjNvPc$_$1,38,25,audio,2
_gzYkdjNvPc$_$1,38,26,audio,2
_gzYkdjNvPc$_$1,38,27,audio,0
_gzYkdjNvPc$_$1,38,28,audio,0
_gzYkdjNvPc$_$1,38,29,audio,0
_gzYkdjNvPc$_$1,38,30,audio,0
_gzYkdjNvPc$_$1,38,31,audio,0
_gzYkdjNvPc$_$1,38,32,audio,0
_gzYkdjNvPc$_$1,38,33,audio,0
_gzYkdjNvPc$_$1,38,34,audio,0
_gzYkdjNvPc$_$1,38,35,audio,0
_gzYkdjNvPc$_$1,38,36,audio,0
_gzYkdjNvPc$_$1,38,37,audio,0
_gzYkdjNvPc$_$1,38,38,audio,0
_gzYkdjNvPc$_$1,38,39,audio,0
_gzYkdjNvPc$_$1,38,40,audio,0
_gzYkdjNvPc$_$1,38,41,audio,0
_gzYkdjNvPc$_$1,38,42,audio,0
_gzYkdjNvPc$_$1,38,43,audio,0
_gzYkdjNvPc$_$1,38,44,audio,0
_gzYkdjNvPc$_$1,38,45,audio,0
_gzYkdjNvPc$_$1,38,46,audio,0
_gzYkdjNvPc$_$1,38,47,audio,0
_gzYkdjNvPc$_$1,38,48,audio,0
_gzYkdjNvPc$_$1,38,49,audio,0
236021$_$1,39,0,audio,0
236021$_$1,39,1,audio,2
236021$_$1,39,2,audio,2
236021$_$1,39,3,audio,2
236021$_$1,39,4,audio,2
236021$_$1,39,5,audio,2
236021$_$1,39,6,audio,2
236021$_$1,39,7,audio,2
236021$_$1,39,8,audio,2
236021$_$1,39,9,audio,2
236021$_$1,39,10,audio,2
236021$_$1,39,11,audio,2
236021$_$1,39,12,audio,2
236021$_$1,39,13,audio,2
236021$_$1,39,14,audio,2
236021$_$1,39,15,audio,2
236021$_$1,39,16,audio,2
236021$_$1,39,17,audio,2
236021$_$1,39,18,audio,2
236021$_$1,39,19,audio,2
236021$_$1,39,20,audio,2
236021$_$1,39,21,audio,2
236021$_$1,39,22,audio,2
236021$_$1,39,23,audio,2
236021$_$1,39,24,audio,2
236021$_$1,39,25,audio,2
236021$_$1,39,26,audio,2
236021$_$1,39,27,audio,2
236021$_$1,39,28,audio,0
236021$_$1,39,29,audio,0
236021$_$1,39,30,audio,0
236021$_$1,39,31,audio,0
236021$_$1,39,32,audio,0
236021$_$1,39,33,audio,0
236021$_$1,39,34,audio,0
236021$_$1,39,35,audio,0
236021$_$1,39,36,audio,0
236021$_$1,39,37,audio,0
236021$_$1,39,38,audio,0
236021$_$1,39,39,audio,0
236021$_$1,39,40,audio,0
236021$_$1,39,41,audio,0
236021$_$1,39,42,audio,0
236021$_$1,39,43,audio,0
236021$_$1,39,44,audio,0
236021$_$1,39,45,audio,0
236021$_$1,39,46,audio,0
236021$_$1,39,47,audio,0
236021$_$1,39,48,audio,0
236021$_$1,39,49,audio,0
mHGaQ_nv9UY$_$4,40,0,audio,0
mHGaQ_nv9UY$_$4,40,1,audio,2
mHGaQ_nv9UY$_$4,40,2,audio,2
mHGaQ_nv9UY$_$4,40,3,audio,2
mHGaQ_nv9UY$_$4,40,4,audio,2
mHGaQ_nv9UY$_$4,40,5,audio,2
mHGaQ_nv9UY$_$4,40,6,audio,2
mHGaQ_nv9UY$_$4,40,7,audio,2
mHGaQ_nv9UY$_$4,40,8,audio,2
mHGaQ_nv9UY$_$4,40,9,audio,2
mHGaQ_nv9UY$_$4,40,10,audio,2
mHGaQ_nv9UY$_$4,40,11,audio,2
mHGaQ_nv9UY$_$4,40,12,audio,2
mHGaQ_nv9UY$_$4,40,13,audio,2
mHGaQ_nv9UY$_$4,40,14,audio,2
mHGaQ_nv9UY$_$4,40,15,audio,2
mHGaQ_nv9UY$_$4,40,16,audio,2
mHGaQ_nv9UY$_$4,40,17,audio,2
mHGaQ_nv9UY$_$4,40,18,audio,2
mHGaQ_nv9UY$_$4,40,19,audio,2
mHGaQ_nv9UY$_$4,40,20,audio,2
mHGaQ_nv9UY$_$4,40,21,audio,2
mHGaQ_nv9UY$_$4,40,22,audio,2
mHGaQ_nv9UY$_$4,40,23,audio,2
mHGaQ_nv9UY$_$4,40,24,audio,2
mHGaQ_nv9UY$_$4,40,25,audio,2
mHGaQ_nv9UY$_$4,40,26,audio,2
mHGaQ_nv9UY$_$4,40,27,audio,2
mHGaQ_nv9UY$_$4,40,28,audio,0
mHGaQ_nv9UY$_$4,40,29,audio,0
mHGaQ_nv9UY$_$4,40,30,audio,0
mHGaQ_nv9UY$_$4,40,31,audio,0
mHGaQ_nv9UY$_$4,40,32,audio,0
mHGaQ_nv9UY$_$4,40,33,audio,0
mHGaQ_nv9UY$_$4,40,34,audio,0
mHGaQ_nv9UY$_$4,40,35,audio,0
mHGaQ_nv9UY$_$4,40,36,audio,0
mHGaQ_nv9UY$_$4,40,37,audio,0
mHGaQ_nv9UY$_$4,40,38,audio,0
mHGaQ_nv9UY$_$4,40,39,audio,0
mHGaQ_nv9UY$_$4,40,40,audio,0
mHGaQ_nv9UY$_$4,40,41,audio,0
mHGaQ_nv9UY$_$4,40,42,audio,0
mHGaQ_nv9UY$_$4,40,43,audio,0
mHGaQ_nv9UY$_$4,40,44,audio,0
mHGaQ_nv9UY$_$4,40,45,audio,0
mHGaQ_nv9UY$_$4,40,46,audio,0
mHGaQ_nv9UY$_$4,40,47,audio,0
mHGaQ_nv9UY$_$4,40,48,audio,0
mHGaQ_nv9UY$_$4,40,49,audio,0
Wrcf2xtqbkQ$_$9,41,0,audio,0
Wrcf2xtqbkQ$_$9,41,1,audio,2
Wrcf2xtqbkQ$_$9,41,2,audio,2
Wrcf2xtqbkQ$_$9,41,3,audio,2
Wrcf2xtqbkQ$_$9,41,4,audio,2
Wrcf2xtqbkQ$_$9,41,5,audio,2
Wrcf2xtqbkQ$_$9,41,6,audio,2
Wrcf2xtqbkQ$_$9,41,7,audio,2
Wrcf2xtqbkQ$_$9,41,8,audio,2
Wrcf2xtqbkQ$_$9,41,9,audio,2
Wrcf2xtqbkQ$_$9,41,10,audio,2
Wrcf2xtqbkQ$_$9,41,11,audio,2
Wrcf2xtqbkQ$_$9,41,12,audio,2
Wrcf2xtqbkQ$_$9,41,13,audio,2
